id,createdAt,updatedAt,taxon,estatus,id_valido,taxon_valido,referencia,categoria_agrobiodiversidad,es_parientesilvestre,es_domesticado,es_quelite,comentarios_revision,usuario
34570ANGIO,2023-02-20 05:01:47.846+00,2023-02-20 05:01:47.846+00,Piper berlandieri,Aceptado/Válido,34570ANGIO,Piper berlandieri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34571ANGIO,2023-02-20 05:01:47.929+00,2023-02-20 05:01:47.929+00,Piper berteroanum,Aceptado/Válido,34571ANGIO,Piper berteroanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34573ANGIO,2023-02-20 05:01:48.013+00,2023-02-20 05:01:48.013+00,Piper chamissonis,Aceptado/Válido,34573ANGIO,Piper chamissonis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34574ANGIO,2023-02-20 05:01:48.103+00,2023-02-20 05:01:48.103+00,Piper chinantlense,Aceptado/Válido,34574ANGIO,Piper chinantlense,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34575ANGIO,2023-02-20 05:01:48.179+00,2023-02-20 05:01:48.179+00,Piper colipanum,Aceptado/Válido,34575ANGIO,Piper colipanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34576ANGIO,2023-02-20 05:01:48.254+00,2023-02-20 05:01:48.254+00,Piper commutatum,Aceptado/Válido,34576ANGIO,Piper commutatum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
52791ANGIO,2023-02-20 05:02:30.898+00,2023-02-20 05:02:30.898+00,Erythrina (Erythrina) standleyana,Aceptado/Válido,52791ANGIO,Erythrina (Erythrina) (Erythrina) standleyana,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
34578ANGIO,2023-02-20 05:01:48.33+00,2023-02-20 05:01:48.33+00,Piper cordovanum,Aceptado/Válido,34578ANGIO,Piper cordovanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34579ANGIO,2023-02-20 05:01:48.414+00,2023-02-20 05:01:48.414+00,Piper decipiens,Aceptado/Válido,34579ANGIO,Piper decipiens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34581ANGIO,2023-02-20 05:01:48.488+00,2023-02-20 05:01:48.488+00,Piper diandrum,Aceptado/Válido,34581ANGIO,Piper diandrum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34583ANGIO,2023-02-20 05:01:48.567+00,2023-02-20 05:01:48.567+00,Piper disjunctum,Aceptado/Válido,34583ANGIO,Piper disjunctum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34585ANGIO,2023-02-20 05:01:48.64+00,2023-02-20 05:01:48.64+00,Piper fortunyoanum,Aceptado/Válido,34585ANGIO,Piper fortunyoanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34586ANGIO,2023-02-20 05:01:48.714+00,2023-02-20 05:01:48.714+00,Piper galeottianum,Aceptado/Válido,34586ANGIO,Piper galeottianum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34587ANGIO,2023-02-20 05:01:48.79+00,2023-02-20 05:01:48.79+00,Piper geniculatum,Aceptado/Válido,34587ANGIO,Piper geniculatum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34590ANGIO,2023-02-20 05:01:48.865+00,2023-02-20 05:01:48.865+00,Piper jalapense,Aceptado/Válido,34590ANGIO,Piper jalapense,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34591ANGIO,2023-02-20 05:01:48.941+00,2023-02-20 05:01:48.941+00,Piper karwinskianum,Aceptado/Válido,34591ANGIO,Piper karwinskianum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34593ANGIO,2023-02-20 05:01:49.022+00,2023-02-20 05:01:49.022+00,Piper lapathifolium,Aceptado/Válido,34593ANGIO,Piper lapathifolium,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34594ANGIO,2023-02-20 05:01:49.099+00,2023-02-20 05:01:49.099+00,Piper laurifolium,Aceptado/Válido,34594ANGIO,Piper laurifolium,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34595ANGIO,2023-02-20 05:01:49.175+00,2023-02-20 05:01:49.175+00,Piper liebmannii,Aceptado/Válido,34595ANGIO,Piper liebmannii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34596ANGIO,2023-02-20 05:01:49.251+00,2023-02-20 05:01:49.251+00,Piper lucaeanum,Aceptado/Válido,34596ANGIO,Piper lucaeanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34598ANGIO,2023-02-20 05:01:49.334+00,2023-02-20 05:01:49.334+00,Piper martensianum,Aceptado/Válido,34598ANGIO,Piper martensianum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34599ANGIO,2023-02-20 05:01:49.409+00,2023-02-20 05:01:49.409+00,Piper melastomoides,Aceptado/Válido,34599ANGIO,Piper melastomoides,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34601ANGIO,2023-02-20 05:01:49.497+00,2023-02-20 05:01:49.497+00,Piper misantlense,Sinónimo,34573ANGIO,Piper chamissonis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",,,,,,listado-admin
34602ANGIO,2023-02-20 05:01:49.576+00,2023-02-20 05:01:49.576+00,Piper muelleri,Aceptado/Válido,34602ANGIO,Piper muelleri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34603ANGIO,2023-02-20 05:01:49.658+00,2023-02-20 05:01:49.658+00,Piper neesianum,Aceptado/Válido,34603ANGIO,Piper neesianum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34604ANGIO,2023-02-20 05:01:49.735+00,2023-02-20 05:01:49.735+00,Piper nitidum,Aceptado/Válido,34604ANGIO,Piper nitidum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34605ANGIO,2023-02-20 05:01:49.808+00,2023-02-20 05:01:49.808+00,Piper nudum,Aceptado/Válido,34605ANGIO,Piper nudum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34606ANGIO,2023-02-20 05:01:49.882+00,2023-02-20 05:01:49.882+00,Piper oaxacanum,Aceptado/Válido,34606ANGIO,Piper oaxacanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34607ANGIO,2023-02-20 05:01:49.975+00,2023-02-20 05:01:49.975+00,Piper oblongum,Aceptado/Válido,34607ANGIO,Piper oblongum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34609ANGIO,2023-02-20 05:01:50.05+00,2023-02-20 05:01:50.05+00,Piper orizabanum,Aceptado/Válido,34609ANGIO,Piper orizabanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34611ANGIO,2023-02-20 05:01:50.138+00,2023-02-20 05:01:50.138+00,Piper pansamalanum,Aceptado/Válido,34611ANGIO,Piper pansamalanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34612ANGIO,2023-02-20 05:01:50.22+00,2023-02-20 05:01:50.22+00,Piper pergamentifolium,Aceptado/Válido,34612ANGIO,Piper pergamentifolium,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34613ANGIO,2023-02-20 05:01:50.299+00,2023-02-20 05:01:50.299+00,Piper plantagineum,Aceptado/Válido,34613ANGIO,Piper plantagineum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34615ANGIO,2023-02-20 05:01:50.381+00,2023-02-20 05:01:50.381+00,Piper psilorhachis,Aceptado/Válido,34615ANGIO,Piper psilorhachis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34616ANGIO,2023-02-20 05:01:50.467+00,2023-02-20 05:01:50.467+00,Piper realgoanum,Aceptado/Válido,34616ANGIO,Piper realgoanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34617ANGIO,2023-02-20 05:01:50.557+00,2023-02-20 05:01:50.557+00,Piper papantlense,Aceptado/Válido,34617ANGIO,Piper papantlense,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34618ANGIO,2023-02-20 05:01:50.625+00,2023-02-20 05:01:50.625+00,Piper schlechtendalii,Aceptado/Válido,34618ANGIO,Piper schlechtendalii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34619ANGIO,2023-02-20 05:01:50.705+00,2023-02-20 05:01:50.705+00,Piper sempervirens,Aceptado/Válido,34619ANGIO,Piper sempervirens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34620ANGIO,2023-02-20 05:01:50.78+00,2023-02-20 05:01:50.78+00,Piper smilacifolium,Aceptado/Válido,34620ANGIO,Piper smilacifolium,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34621ANGIO,2023-02-20 05:01:50.863+00,2023-02-20 05:01:50.863+00,Piper subcitrifolium,Aceptado/Válido,34621ANGIO,Piper subcitrifolium,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34624ANGIO,2023-02-20 05:01:50.938+00,2023-02-20 05:01:50.938+00,Piper uhdei,Aceptado/Válido,34624ANGIO,Piper uhdei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34625ANGIO,2023-02-20 05:01:51.02+00,2023-02-20 05:01:51.02+00,Piper unguiculatum,Aceptado/Válido,34625ANGIO,Piper unguiculatum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34628ANGIO,2023-02-20 05:01:51.108+00,2023-02-20 05:01:51.108+00,Piper williamsii,Aceptado/Válido,34628ANGIO,Piper williamsii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34629ANGIO,2023-02-20 05:01:51.188+00,2023-02-20 05:01:51.188+00,Piper wydlerianum,Aceptado/Válido,34629ANGIO,Piper wydlerianum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34633ANGIO,2023-02-20 05:01:51.263+00,2023-02-20 05:01:51.263+00,Piper variabile,Aceptado/Válido,34633ANGIO,Piper variabile,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34635ANGIO,2023-02-20 05:01:51.343+00,2023-02-20 05:01:51.343+00,Piper lindenii,Aceptado/Válido,34635ANGIO,Piper lindenii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34636ANGIO,2023-02-20 05:01:51.417+00,2023-02-20 05:01:51.417+00,Piper mexicanum,Aceptado/Válido,34636ANGIO,Piper mexicanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34637ANGIO,2023-02-20 05:01:51.495+00,2023-02-20 05:01:51.495+00,Piper glaucescens,Aceptado/Válido,34637ANGIO,Piper glaucescens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34638ANGIO,2023-02-20 05:01:51.578+00,2023-02-20 05:01:51.578+00,Piper tuerckheimii,Aceptado/Válido,34638ANGIO,Piper tuerckheimii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34639ANGIO,2023-02-20 05:01:51.654+00,2023-02-20 05:01:51.654+00,Piper pseudolindenii,Aceptado/Válido,34639ANGIO,Piper pseudolindenii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34688ANGIO,2023-02-20 05:01:51.735+00,2023-02-20 05:01:51.735+00,Piper peltatum,Aceptado/Válido,34688ANGIO,Piper peltatum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
346LEPID,2023-02-20 05:01:51.811+00,2023-02-20 05:01:51.811+00,Manduca,Aceptado/Válido,346LEPID,Manduca,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
34718ANGIO,2023-02-20 05:01:51.884+00,2023-02-20 05:01:51.884+00,Rumex pulcher,Aceptado/Válido,34718ANGIO,Rumex pulcher,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34719ANGIO,2023-02-20 05:01:51.956+00,2023-02-20 05:01:51.956+00,Rumex berlandieri,Aceptado/Válido,34719ANGIO,Rumex berlandieri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34720ANGIO,2023-02-20 05:01:52.031+00,2023-02-20 05:01:52.031+00,Rumex mexicanus,Aceptado/Válido,34720ANGIO,Rumex mexicanus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34721ANGIO,2023-02-20 05:01:52.113+00,2023-02-20 05:01:52.113+00,Rumex maritimus,Aceptado/Válido,34721ANGIO,Rumex maritimus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34771ANGIO,2023-02-20 05:01:52.191+00,2023-02-20 05:01:52.191+00,Portulaca grandiflora,Aceptado/Válido,34771ANGIO,Portulaca grandiflora,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34788ANGIO,2023-02-20 05:01:52.275+00,2023-02-20 05:01:52.275+00,Portulaca umbraticola,Aceptado/Válido,34788ANGIO,Portulaca umbraticola,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34817ANGIO,2023-02-20 05:01:52.351+00,2023-02-20 05:01:52.351+00,Talinum fruticosum,Aceptado/Válido,34817ANGIO,Talinum fruticosum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,Bot validación
34834ANGIO,2023-02-20 05:01:52.423+00,2023-02-20 05:01:52.423+00,Punica granatum,Aceptado/Válido,34834ANGIO,Punica granatum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
34961ANGIO,2023-02-20 05:01:52.501+00,2023-02-20 05:01:52.501+00,Pyrus communis,Aceptado/Válido,34961ANGIO,Pyrus communis,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
34973ANGIO,2023-02-20 05:01:52.574+00,2023-02-20 05:01:52.574+00,Rubus coriifolius,Aceptado/Válido,34973ANGIO,Rubus coriifolius,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34975ANGIO,2023-02-20 05:01:52.654+00,2023-02-20 05:01:52.654+00,Rubus fagifolius,Aceptado/Válido,34975ANGIO,Rubus fagifolius,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
34976ANGIO,2023-02-20 05:01:52.737+00,2023-02-20 05:01:52.737+00,Rubus floribundus,Aceptado/Válido,34976ANGIO,Rubus floribundus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
